"household_income","deposit","mortgage","interestRate","monthlyCost"
"18480","829305","912280","5.69","392"
"41204","546139","731145","5.69","874"
"37285","452312","619722","5.69","791"
"38698","106152","279906","5.69","821"
"21440","118272","214538","5.69","455"
"17919","468347","548803","5.69","380"
"40048","694741","874557","5.69","849"
"41896","280741","468854","5.69","888"
"29059","531887","662362","5.69","616"
"28952","515433","645427","5.69","614"
"36396","308181","471599","5.69","772"
"32735","556798","703778","5.69","694"
"14750","751248","817476","5.69","313"
"37199","763240","930264","5.69","789"
"29304","408379","539954","5.69","621"
"18368","330108","412580","5.69","390"
"39375","951816","1128610","5.69","835"
"14843","931018","997663","5.69","315"
"26457","110557","229349","5.69","561"
"34932","772439","929284","5.69","741"
"49638","127773","557187","5.69","1053"
"39139","213335","389069","5.69","830"
"10734","302374","null","5.69","8"
"25934","407660","524104","5.69","550"
"19094","270589","356321","5.69","405"
"26575","162761","282083","5.69","564"
"26936","962523","1083466","5.69","571"
"17039","454913","531418","5.69","361"
"37589","989980","1158755","5.69","797"
"22158","617843","717332","5.69","470"
"15625","766736","836892","5.69","331"
"43664","755318","951369","5.69","926"
"45255","944079","1147274","5.69","960"
"39942","242432","421772","5.69","847"
"12879","657367","715194","5.69","273"
"28104","364691","490878","5.69","596"
"45355","979453","1183097","5.69","962"
"28187","434816","561376","5.69","598"
"47892","688318","903353","5.69","1016"
"26501","267108","386097","5.69","562"
"11763","924695","null","5.69","8"
"28934","201992","331906","5.69","614"
"36151","712159","874477","5.69","767"
"30914","793129","931933","5.69","656"
"46293","960750","1168606","5.69","982"
"15276","655702","724291","5.69","324"
"30816","923647","1062011","5.69","654"
"15024","376626","444084","5.69","319"
"20513","792868","884971","5.69","435"
"21542","138975","235699","5.69","457"
"16296","828037","901206","5.69","346"
"19566","685326","773177","5.69","415"
"47214","799042","1011033","5.69","1001"
"49469","611288","833404","5.69","1049"
"38286","974050","1145954","5.69","812"
"39996","188934","368516","5.69","848"
"12784","879006","936406","5.69","271"
"30347","957588","1093846","5.69","644"
"30340","850300","986527","5.69","643"
"40801","690286","873482","5.69","865"
"37460","579396","747591","5.69","794"
"21412","908093","1004233","5.69","454"
"46254","145597","353277","5.69","981"
"13488","495397","555958","5.69","286"
"43641","405316","601264","5.69","925"
"27073","357869","479427","5.69","574"
"30073","190286","325314","5.69","638"
"39885","388924","568008","5.69","846"
"14340","275638","340025","5.69","304"
"40061","442515","622389","5.69","850"
"20302","934752","1025908","5.69","431"
"34453","527243","681937","5.69","731"
"11541","357507","null","5.69","8"
"31347","861462","1002210","5.69","665"
"14150","378270","441804","5.69","300"
"16883","937169","1012974","5.69","358"
"49290","294042","515354","5.69","1045"
"14150","480084","543618","5.69","300"
"17880","920025","1000306","5.69","379"
"26427","290863","409520","5.69","560"
"43479","617863","813084","5.69","922"
"14879","293422","360229","5.69","316"
"27889","124577","249799","5.69","591"
"16301","236370","309561","5.69","346"
"18264","952470","1034475","5.69","387"
"46737","818178","1028027","5.69","991"
"20712","289973","382970","5.69","439"
"27552","383307","507015","5.69","584"
"37836","470835","640719","5.69","802"
"49035","926261","1146428","5.69","1040"
"11419","304141","null","5.69","8"
"46000","679416","885956","5.69","976"
"26522","713829","832913","5.69","562"
"15813","910805","981805","5.69","335"
"21277","991463","1086997","5.69","451"
"34321","857360","1011461","5.69","728"
"32832","313243","460659","5.69","696"
"49512","801148","1023457","5.69","1050"
"49599","443987","666687","5.69","1052"
"16616","970805","1045411","5.69","352"
"25431","455090","569275","5.69","539"
"12376","486563","542131","5.69","262"
"12098","761306","815626","5.69","257"
"48450","868099","1085640","5.69","1027"
"13460","879338","939773","5.69","285"
"35300","767039","925536","5.69","749"
"18058","162790","243870","5.69","383"
"38336","414426","586555","5.69","813"
"36647","278843","443388","5.69","777"
"24010","147868","255673","5.69","509"
"39613","115817","293679","5.69","840"
"11715","118542","null","5.69","8"
"31517","278744","420255","5.69","668"
"42128","348289","537444","5.69","893"
"32106","768736","912892","5.69","681"
"27444","269664","392888","5.69","582"
"20664","131448","224229","5.69","438"
"37667","706076","875201","5.69","799"
"37625","577456","746392","5.69","798"
"41658","315403","502447","5.69","883"
"30883","717721","856386","5.69","655"
"41993","925581","1114130","5.69","891"
"37020","794140","960360","5.69","785"
"14761","109484","175761","5.69","313"
"10519","783153","null","5.69","8"
"42380","325155","515441","5.69","899"
"19147","728966","814936","5.69","406"
"19267","870899","957408","5.69","409"
"49753","318681","542072","5.69","1055"
"35721","439966","600353","5.69","758"
"46562","242680","451743","5.69","987"
"20498","408363","500399","5.69","435"
"15848","338125","409283","5.69","336"
"22696","632431","734336","5.69","481"
"21918","108529","206941","5.69","465"
"32862","148314","295864","5.69","697"
"36184","390928","553394","5.69","767"
"14788","402962","469360","5.69","314"
"24182","492996","601573","5.69","513"
"18213","428239","510015","5.69","386"
"48703","468091","686767","5.69","1033"
"49664","943900","1166891","5.69","1053"
"41905","990599","1178752","5.69","889"
"46141","889428","1096601","5.69","978"
"30210","439553","575196","5.69","641"
"19993","745953","835722","5.69","424"
"47769","919091","1133574","5.69","1013"
"19014","367675","453048","5.69","403"
"30019","148922","283707","5.69","637"
"28832","777238","906694","5.69","611"
"30253","665614","801450","5.69","642"
"41888","334299","522376","5.69","888"
"22084","960591","1059748","5.69","468"
"14394","945843","1010472","5.69","305"
"40086","757523","937509","5.69","850"
"23143","382068","485980","5.69","491"
"20442","917258","1009043","5.69","434"
"26683","801454","921261","5.69","566"
"41724","709101","896442","5.69","885"
"39440","569848","746934","5.69","836"
"28955","599982","729990","5.69","614"
"29535","677992","810604","5.69","626"
"48043","689046","904759","5.69","1019"
"23243","534574","638935","5.69","493"
"47084","721483","932890","5.69","998"
"12802","370634","428115","5.69","271"
"25235","269521","382826","5.69","535"
"33253","515733","665039","5.69","705"
"30195","756907","892483","5.69","640"
"39891","151033","330144","5.69","846"
"16295","365941","439106","5.69","346"
"28753","479227","608328","5.69","610"
"35775","497801","658431","5.69","759"
"41813","992727","1180467","5.69","887"
"24784","400289","511569","5.69","526"
"21470","362268","458668","5.69","455"
"46771","961489","1171491","5.69","992"
"12556","817173","873549","5.69","266"
"43977","675302","872759","5.69","933"
"20534","183897","276095","5.69","435"
"38598","379105","552410","5.69","819"
"20514","623771","715879","5.69","435"
"33273","615783","765179","5.69","706"
"33723","461133","612549","5.69","715"
"21808","238113","336031","5.69","462"
"35764","269510","430090","5.69","758"
"19739","463082","551710","5.69","419"
"18949","615861","700942","5.69","402"
"14889","662646","729498","5.69","316"
"36980","430014","596054","5.69","784"
"12248","326810","381804","5.69","260"
"46544","666103","875086","5.69","987"
"20250","544444","635367","5.69","429"
"29451","157667","289902","5.69","625"
"25911","948557","1064897","5.69","549"
"21131","953726","1048604","5.69","448"
"48268","608869","825592","5.69","1024"
"21623","905205","1002292","5.69","459"
"42125","318162","507303","5.69","893"
"42430","139907","330418","5.69","900"
"12629","687868","744572","5.69","268"
"31670","563013","705211","5.69","672"
"35275","892619","1051004","5.69","748"
"37016","755749","921951","5.69","785"
"12704","341588","398629","5.69","269"
"27521","821258","944827","5.69","584"
"16735","488938","564078","5.69","355"
"34704","109498","265319","5.69","736"
"48607","534926","753171","5.69","1031"
"22932","935122","1038087","5.69","486"
"17737","784538","864177","5.69","376"
"19568","781400","869260","5.69","415"
"13710","237707","299265","5.69","291"
"19994","872741","962514","5.69","424"
"36195","407740","570256","5.69","768"
"24241","630583","739425","5.69","514"
"37317","125056","292609","5.69","791"
"28098","832198","958358","5.69","596"
"28852","567211","696756","5.69","612"
"22265","997516","1097486","5.69","472"
"36454","599673","763351","5.69","773"
"33636","972638","1123664","5.69","713"
"49337","692322","913845","5.69","1046"
"24149","184856","293285","5.69","512"
"16085","189127","261349","5.69","341"
"38907","274224","448916","5.69","825"
"28923","490943","620807","5.69","613"
"17579","443599","522529","5.69","373"
"19394","120558","207637","5.69","411"
"12175","588796","643462","5.69","258"
"16361","452818","526279","5.69","347"
"31886","172941","316109","5.69","676"
"36297","764666","927640","5.69","770"
"45019","496021","698156","5.69","955"
"40461","668147","849817","5.69","858"
"49489","863110","1085316","5.69","1049"
"30993","828500","967659","5.69","657"
"29126","600469","731245","5.69","618"
"15897","882324","953702","5.69","337"
"44899","161799","363396","5.69","952"
"25884","865740","981959","5.69","549"
"35768","906420","1067018","5.69","759"
"39059","923202","1098577","5.69","828"
"46505","468844","677651","5.69","986"
"22826","225485","327974","5.69","484"
"16926","612620","688618","5.69","359"
"22682","798473","900315","5.69","481"
"33085","804444","952996","5.69","702"
"39622","921869","1099772","5.69","840"
"48781","566502","785529","5.69","1034"
"23229","570020","674318","5.69","493"
"26037","403149","520055","5.69","552"
"27479","844419","967800","5.69","583"
"49459","475791","697862","5.69","1049"
"27442","132062","255277","5.69","582"
"30652","723693","861320","5.69","650"
"25096","317442","430123","5.69","532"
"19411","552117","639272","5.69","412"
"20070","485665","575779","5.69","426"
"17376","818206","896224","5.69","368"
"18611","654634","738197","5.69","395"
"39418","210026","387013","5.69","836"
"21055","691245","785782","5.69","447"
"26638","396689","516294","5.69","565"
"45011","776599","978698","5.69","955"
"32250","657088","801891","5.69","684"
"21797","165905","263774","5.69","462"
"42562","361089","552192","5.69","903"
"45655","985424","1190415","5.69","968"
"19556","229841","317647","5.69","415"
"38118","356926","528076","5.69","808"
"46398","325345","533672","5.69","984"
"43252","404333","598534","5.69","917"
"34999","109044","266190","5.69","742"
"44159","913340","1111614","5.69","936"
"31756","487520","630104","5.69","673"
"42792","384947","577083","5.69","907"
"25053","302047","414535","5.69","531"
"44107","636328","834368","5.69","935"
"46009","961813","1168393","5.69","976"
"30473","119047","255871","5.69","646"
"19887","485531","574824","5.69","422"
"48570","790468","1008547","5.69","1030"
"34336","297230","451399","5.69","728"
"30615","695296","832757","5.69","649"
"10629","236506","null","5.69","8"
"25489","594533","708979","5.69","541"
"30801","149338","287634","5.69","653"
"29776","320142","453836","5.69","631"
"47687","523528","737643","5.69","1011"
"34038","467487","620318","5.69","722"
"13444","545141","605505","5.69","285"
"44428","390155","589637","5.69","942"
"33640","864649","1015693","5.69","713"
"34298","360810","514808","5.69","727"
"21291","991566","1087163","5.69","452"
"44691","257398","458061","5.69","948"
"32273","753930","898836","5.69","684"
"32523","583744","729772","5.69","690"
"37688","346342","515561","5.69","799"
"12684","541927","598878","5.69","269"
"27877","337328","462496","5.69","591"
"20132","193436","283829","5.69","427"
"14278","101899","166007","5.69","303"
"23919","463963","571359","5.69","507"
"41161","170506","355319","5.69","873"
"33435","203125","353248","5.69","709"
"23074","193613","297215","5.69","489"
"44161","866364","1064647","5.69","937"
"15858","489240","560442","5.69","336"
"46970","616173","827068","5.69","996"
"35335","420983","579637","5.69","749"
"28884","262406","392095","5.69","613"
"34480","376497","531312","5.69","731"
"27323","790924","913604","5.69","579"
"13925","786840","849363","5.69","295"
"49313","888678","1110093","5.69","1046"
"41757","255371","442860","5.69","886"
"31361","391702","532513","5.69","665"
"37924","995834","1166113","5.69","804"
"34065","886220","1039172","5.69","722"
"40373","944559","1125834","5.69","856"
"19328","963576","1050359","5.69","410"
"36904","980316","1146015","5.69","783"
"42253","874663","1064379","5.69","896"
"38005","753362","924004","5.69","806"
"46300","936826","1144713","5.69","982"
"47350","459888","672490","5.69","1004"
"44299","938095","1136998","5.69","939"
"36137","256947","419202","5.69","766"
"24021","458476","566330","5.69","509"
"31494","567064","708472","5.69","668"
"27779","747845","872573","5.69","589"
"49368","292027","513689","5.69","1047"
"21005","685037","779349","5.69","445"
"27738","744137","868681","5.69","588"
"42841","938935","1131291","5.69","909"
"29828","633387","767315","5.69","633"
"12144","789440","843967","5.69","258"
